iter	Logloss
0	0.5163745835
1	0.3737915552
2	0.2720834206
3	0.1984748537
4	0.146680197
5	0.1093085749
6	0.07959373157
7	0.05778844405
8	0.04195789656
9	0.03161308586
10	0.02418914135
11	0.01844595551
12	0.0140498566
13	0.01097456341
14	0.008818694506
15	0.007145583753
16	0.005743733567
17	0.004723532752
18	0.004030752203
19	0.003805452148
20	0.003290506698
21	0.003127508579
22	0.002740929622
23	0.002378359114
24	0.0020881312
25	0.001853698023
26	0.001667359356
27	0.001506045333
28	0.001402226359
29	0.001295643696
30	0.001259563744
31	0.001162978675
32	0.001119675628
33	0.001095295867
34	0.001048808721
35	0.001001986294
36	0.0009904476807
37	0.0009599443332
38	0.0009357464319
39	0.000906658209
40	0.0008889823306
41	0.0008748200746
42	0.0008362073655
43	0.000792957438
44	0.0007601024158
45	0.0006990383359
46	0.0006848953507
47	0.000665804758
48	0.0006472652407
49	0.0006370311565
50	0.0006212943129
51	0.0006179108942
52	0.0006145036117
53	0.0005985874398
54	0.0005947422332
55	0.0005699926674
56	0.0005651521148
57	0.0005619514762
58	0.0005591806065
59	0.0005492673126
60	0.0005465227416
61	0.0005202979374
62	0.0005162488185
63	0.0005029514346
64	0.0004996199247
65	0.0004960174307
66	0.0004914875469
67	0.0004874615281
68	0.0004844943135
69	0.0004804656539
70	0.0004608077642
71	0.0004589055502
72	0.0004486706439
73	0.0004448075039
74	0.0004415604481
75	0.0004389855954
76	0.0004364687372
77	0.0004345002993
78	0.00043266958
79	0.000430799359
80	0.0004292863714
81	0.0004196045877
82	0.0004196016217
83	0.0004173096964
84	0.0004173080451
85	0.0004156503081
86	0.0004156528828
87	0.00041427066
88	0.0004077095091
89	0.0004077125573
90	0.0004062867528
91	0.0004062919884
92	0.0004048214734
93	0.0004004266835
94	0.0003972485673
95	0.0003955109844
96	0.0003938303705
97	0.0003923881621
98	0.0003854831282
99	0.0003798249948
100	0.000374584009
101	0.0003745830151
102	0.0003731265673
103	0.0003690749042
104	0.000362031705
105	0.0003431442554
106	0.0003414001786
107	0.0003413963126
108	0.0003315995929
109	0.0003315946939
110	0.0003315960321
111	0.0003315939895
112	0.0003315911096
113	0.000314601704
114	0.0003145987861
115	0.0003145977374
116	0.0003115359853
117	0.0003099330184
118	0.0003099330184
119	0.0003099330184
120	0.000309936591
121	0.0003099362584
122	0.000309932091
123	0.0003099280646
124	0.0003099280646
125	0.0003099315315
126	0.0003099323962
127	0.0003099281311
128	0.0002923602029
129	0.0002923607801
130	0.0002923577827
131	0.0002923607018
132	0.0002923590525
133	0.0002923585137
134	0.0002923505821
135	0.0002923535188
136	0.0002923505606
137	0.0002923523586
138	0.0002898681493
139	0.0002869175755
140	0.0002869200896
141	0.0002869160474
142	0.0002854151504
143	0.0002854106837
144	0.0002854106837
145	0.0002854106837
146	0.0002831977971
147	0.000282115917
148	0.0002821137805
149	0.0002821121801
150	0.0002787280659
151	0.0002738940059
152	0.0002738917833
153	0.0002738914742
154	0.0002703095522
155	0.0002703078912
156	0.0002703120937
157	0.0002703120937
158	0.0002703055668
159	0.0002703055668
160	0.0002703098242
161	0.0002703028277
162	0.0002643669779
163	0.0002643659938
164	0.0002611080216
165	0.0002611079356
166	0.0002611079356
167	0.0002611077008
168	0.0002611053491
169	0.0002611063508
170	0.0002611048893
171	0.0002611038797
172	0.0002611043356
173	0.0002611043356
174	0.0002611006144
175	0.000261101397
176	0.0002611021522
177	0.0002610957525
178	0.0002610971005
179	0.000261101035
180	0.0002610968618
181	0.0002610968618
182	0.0002610928705
183	0.0002610922914
184	0.0002610915832
185	0.000261091141
186	0.0002610895152
187	0.000261086283
188	0.0002610850054
189	0.0002610842639
190	0.0002610838922
191	0.0002610795938
192	0.0002610795938
193	0.0002610799811
194	0.0002610799811
195	0.0002610799811
196	0.0002610797288
197	0.000261076346
198	0.0002610784199
199	0.0002590666328
200	0.0002590666328
201	0.0002590666328
202	0.0002590666328
203	0.0002590666328
204	0.000259064692
205	0.0002590633459
206	0.0002590631777
207	0.0002590617494
208	0.0002590590201
209	0.0002590602175
210	0.0002570101692
211	0.0002570066044
212	0.0002553030966
213	0.0002504731846
214	0.0002504716155
215	0.0002504688216
216	0.0002504677671
217	0.0002504697197
218	0.0002504697197
219	0.0002504681232
220	0.0002504682014
221	0.0002504658791
222	0.0002504641104
223	0.0002504643119
224	0.0002504605867
225	0.0002504614476
226	0.0002488139675
227	0.0002488111502
228	0.0002488094793
229	0.0002488092367
230	0.0002488119777
231	0.0002488112832
232	0.0002488101347
233	0.0002488091467
234	0.0002488091467
235	0.0002488045333
236	0.0002488061357
237	0.0002488042829
238	0.0002488015027
239	0.0002487988301
240	0.0002487954043
241	0.0002487995423
242	0.000248800949
243	0.0002487977442
244	0.0002487989944
245	0.0002487959149
246	0.0002487972766
247	0.000248795011
248	0.0002487916595
249	0.0002487921995
250	0.0002487882768
251	0.0002487906969
252	0.0002487881985
253	0.0002487868544
254	0.0002487854046
255	0.0002487857822
256	0.0002487820825
257	0.0002487818595
258	0.0002487818595
259	0.0002487818595
260	0.0002487826929
261	0.0002487793943
262	0.0002487758237
263	0.0002487728987
264	0.0002487748376
265	0.0002487747593
266	0.0002487726933
267	0.0002487684985
268	0.0002487686668
269	0.0002487658162
270	0.0002487647205
271	0.0002487635564
272	0.0002487637658
273	0.0002487700363
274	0.0002487667142
275	0.0002487680133
276	0.0002487636464
277	0.0002487637423
278	0.0002487629754
279	0.000248761688
280	0.00024875647
281	0.0002487578767
282	0.0002487574248
283	0.0002487596043
284	0.0002487571548
285	0.0002487557148
286	0.000248752287
287	0.0002487521305
288	0.0002487521305
289	0.0002487486284
290	0.0002487496614
291	0.0002487496614
292	0.0002487531714
293	0.0002487531909
294	0.0002487510466
295	0.0002487519603
296	0.0002487506142
297	0.0002487516649
298	0.0002487509468
299	0.0002487455254
300	0.0002487429702
301	0.0002487441343
302	0.0002487451654
303	0.0002487433595
304	0.0002487408043
305	0.0002487394387
306	0.0002487388909
307	0.0002487375253
308	0.0002487368248
309	0.00024873375
310	0.0002487338145
311	0.0002487354952
312	0.0002487354306
313	0.0002487342672
314	0.0002487349833
315	0.0002487288458
316	0.0002487308786
317	0.0002487312582
318	0.0002487314616
319	0.0002487289632
320	0.0002487295736
321	0.0002487262534
322	0.0002487269676
323	0.0002487269578
324	0.0002487275721
325	0.0002487245787
326	0.0002487251969
327	0.0002487255178
328	0.0002487243322
329	0.0002487239604
330	0.0002487226085
331	0.0002487215265
332	0.0002487197559
333	0.0002487214287
334	0.0002487197148
335	0.000248720159
336	0.000248720159
337	0.0002487196542
338	0.0002487322012
339	0.0002487308094
340	0.0002487321652
341	0.0002487299172
342	0.0002487313396
343	0.0002487282894
344	0.0002487311107
345	0.0002487303848
346	0.0002487333665
347	0.0002487268506
348	0.0002487255965
349	0.000248724945
350	0.0002487231704
351	0.0002487197818
352	0.0002487223526
353	0.0002487210535
354	0.0002487187449
355	0.0002487164166
356	0.0002487171405
357	0.0002487166318
358	0.0002487160899
359	0.0002487155264
360	0.0002487190657
361	0.0002487166866
362	0.0002487182518
363	0.0002487151156
364	0.0002487133919
365	0.0002487149277
366	0.0002487131532
367	0.0002487144484
368	0.0002487158355
369	0.000248713521
370	0.0002487149825
371	0.0002487134799
372	0.0002487114843
373	0.0002487126973
374	0.0002487110147
375	0.0002487147947
376	0.0002487144386
377	0.0002487107956
378	0.0002487118971
379	0.0002487107858
380	0.0002487122552
381	0.0002487116017
382	0.0002487101774
383	0.0002487064541
384	0.0002487034959
385	0.0002487048017
386	0.0002487030154
387	0.0002487051695
388	0.0002487053299
389	0.0002487066662
390	0.0002487037217
391	0.0002487036618
392	0.0002486991031
393	0.0002487009383
394	0.0002486981445
395	0.0002486991501
396	0.0002486979606
397	0.0002486987705
398	0.000248696816
399	0.0002487007446
400	0.0002486998075
401	0.0002486964071
402	0.0002486985416
403	0.000248698436
404	0.0002486971349
405	0.0002486967945
406	0.0002486994788
407	0.000248695961
408	0.0002486962799
409	0.0002486920206
410	0.0002486967338
411	0.0002486933002
412	0.000248693938
413	0.0002486926898
414	0.0002486937169
415	0.0002486923963
416	0.0002486930145
417	0.0002486909093
418	0.0002486927778
419	0.0002486899194
420	0.0002486908037
421	0.0002486883248
422	0.0002486892131
423	0.0002486883855
